行ID,文書ID,文書内ID,anotation1,anotation2,文,サービス,立地,部屋,設備・アメニティー,風呂,食事,その他
747,146,9,p,p,朝食は美味しくとても満足しました。,,,,,,1,
748,146,10,p,p,こういうホテルがあると気楽に旅行ができます。,,,,,,,1
749,146,11,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
750,147,1,p,p,夕食が抜群に美味しかったです。,,,,,,1,
751,147,2,k,o,着席後に出てきたてんぷらのエビの揚がり具合がレアでやられました。,,,,,,1,
752,147,3,p,p,それ以外のおかずもグッド。,,,,,,1,
753,147,4,k,k,それに比べて、朝食はボリューム的にも内容的にも物足りなかったかな。,,,,,,1,
,,,,,,,,,,,,
754,148,1,Z,Z,仕事でビッグサイトに通うため２泊しました。,,,,,,,1
755,148,2,p,p,新木場から１駅、駅近で便利です。,,1,,,,,
756,148,3,p,e,駅前にスーパーがありますので、食べ物を調達しておくと便利です。,,1,,,,,
757,148,4,p,p,新築だけにとてもきれいです。,,,1,,,,
758,148,5,kp,e,部屋は狭いですが３２型液晶テレビなど設備は十分です。,,,1,1,,,
759,148,6,kp,e,宿泊者は中国系の団体客が多く、ロビーは騒々しかったですが、宿泊階や部屋は静かでした。,,,1,,,,
760,148,7,k,k,スタッフが不慣れなのか、カード払いのチェックインに時間がかかりました。,1,,,,,,
761,148,8,k,k,廊下や部屋のカーペットに細かいゴミが落ちていて、床掃除がおざなりな感じです。,,,1,,,,
762,148,9,e,e,洗面所などの掃除はしっかりされてましたので、使用上の問題はありません。,,,,1,,,
763,148,10,kp,e,スタッフの愛想もイマイチですが、価格が安く便利なのでまた使うと思います。,1,,,,,,
,,,,,,,,,,,,
764,149,1,Z,Z,2/11に仕事の都合で宿泊しました。,,,,,,,1
765,149,2,Z,Z,２度目の宿泊です。,,,,,,,1
766,149,3,k,k,前回はチェックインが海外の団体客さんと被ってしまい、30分程待たされました。,1,,,,,,
767,149,4,k,k,仕方なかったのですが、フロントの対応に謝罪がなくがっかり。,1,,,,,,
768,149,5,p,p,それ以外は全く問題なく、お部屋も狭いながら綺麗で良かったです。,,,1,,,,
769,149,6,k,k,今回は苦情になります。,,,,,,,1
770,149,7,k,k,チェックインもすぐに出来て、お部屋に入った途端かすかに悪臭が。,,,1,,,,
771,149,8,k,k,バスルームから公衆トイレのような匂いがして、ドアを閉めても部屋に流れてきて非常につらかったです。,,,,1,,,
772,149,9,k,k,もうひとつ、騒音がずっとしていました。,,,1,,,,
773,149,10,k,k,何の音が不明ですが、鈍い音が絶えず聞こえて不快でした。,,,,,,,1
774,149,11,k,k,疲れていたので苦情をいうのも面倒で、寝て起きてさっさとチェックアウトしました。,,,,,,,1
775,149,12,k,k,普段だったらクレームを入れて部屋を替えてもらうレベルです。,1,,,,,,
776,149,13,k,k,もう宿泊はないと思います。,,,,,,,1
777,149,14,k,k,残念です。,,,,,,,1
,,,,,,,,,,,,
778,150,1,Z,Z,１歳１０ヶ月の子供をつれての旅行でした。,,,,,,,1
779,150,2,k,k,やはり、安い宿を選んだのは失敗だったと悔やんでいます。,,,1,,,,
780,150,3,k,k,４泊中３泊までは問題なかったのですが、最後の晩に上の階にチェックインされた方がかなりうるさく、苦情をゲストサービスに伝えましたが、うるささはそのままでした。,,,1,,,,
781,150,4,k,k,壁の薄さと困った時の対応の悪さでそれまでの良い気分がすっかりうせてしまいました。,,,1,,,,
782,150,5,k,k,チェックアウトの際の会計伝票でも予約とは違った金額が記入されていました。,1,,,,,,
783,150,6,k,k,主人が会計をしたので、サインをしてしまいましたが、私だったらしていなかったと思います。,1,,,,,,
784,150,7,k,k,OccupancyTaxって初日には記入があったのですが、その後は記入はなく、RoomChargeの金額にTaxの額が入ったものでした。,1,,,,,,
785,150,8,k,k,予約よりも高く取られていたのか、Tx込みでの合計額なのか分からず、帰国後の私の旅行支出チェックで気付き、再度不快な気持ちになりました。,1,,,,,,
786,150,9,k,k,説明もなかったことですし。。。,1,,,,,,
787,150,10,k,k,詳細が分からないことには合格点は出せません。,1,,,,,,
,,,,,,,,,,,,
788,151,1,k,k,急遽、連泊する事になったが、部屋の掃除の件で食い違いが出た。,1,,,,,,
789,151,2,k,k,同じ宿泊料金を支払いしてるのに、手抜きし過ぎである。,1,,,,,,
790,151,3,k,k,フロントの対応も、最悪。,1,,,,,,
,,,,,,,,,,,,
791,152,1,p,e,喫煙部屋でしたが臭いも気にならず、部屋も綺麗で良かったです。,,,1,,,,
792,152,2,p,p,露天風呂もあるし、部屋にも小さいですが風呂が付いていて、ドライヤーもあって、女性でも満足できるホテルだと思います。,,,,,1,,
793,152,3,kp,e,名古屋から2駅と少し遠いですが、近くにコンビニもあって便利でした。,,1,,,,,
,,,,,,,,,,,,
794,153,1,p,p,今回で３回目の宿泊でしたが、相変わらず素晴らしい“もてなし”を堪能させて頂きました。,1,,,,,,
795,153,2,p,p,加賀屋での宿泊は毎年恒例の行事になりつつありますが、来年の宿泊が今から楽しみでなりません。,1,,,,,,
796,153,3,p,p,泊まるたびに好きになる宿です。,1,,,,,,
797,153,4,k,k,ただ、一つ気になったことが…。,1,,,,,,
798,153,5,k,k,夜のフロントの方対応が、チェックイン、チェックアウトの時の対応と比べるとイマイチのように思えました。,1,,,,,,
799,153,6,k,k,「30年連続日本一」という肩書きを持つだけに、些細なことにも気になってしまうというのが、偽らざる本音です。,1,,,,,,
,,,,,,,,,,,,
800,154,1,p,p,フロントの方もテキパキしていて掃除も行き届きマットレスも心地よく、非常に快適でした。,1,,,,,,
801,154,2,kp,e,朝食込だと高いかなあと思いましたが、味もよく席も多いので、朝食付きにしてよかったと思います。,,,,,,1,
802,154,3,ke,k,残念な点はドアが薄いのか、氷の機械の音が時々ガラガラなっていたことですが、真夜中に使う人はいなかったので、睡眠の妨げにはなりませんでした。,,,1,,,,
803,154,4,p,p,個人差はあると思いますが、シャワーヘッドが気に入りました。,,,,,1,,
,,,,,,,,,,,,
804,155,1,Z,Z,2009年10月にお邪魔しました。,,,,,,,1
805,155,2,e,k,他の方が書かれている通り建物の外観は会社の保養所の様です（笑）。,,,1,,,,
806,155,3,p,p,ですが、従業員の方は大変感じがよく随所におもてなしの心を感じました。,1,,,,,,
807,155,4,p,p,部屋付き露天は露天部分にちゃんとシャワーもあって使いやすかったです。,,,,1,,,
808,155,5,p,p,特筆すべきはお料理でしょうか。,,,,,,1,
809,155,6,p,p,お夕飯も翌日の朝食も大変おいしくいただきました。,,,,,,1,
,,,,,,,,,,,,
810,156,1,Z,Z,10/25～10/27まで幕張と渋谷でライブがあった為、利用しました。,,,,,,,1
811,156,2,p,p,五反田駅の目の前で近くにいくつものコンビニが有り、大変便利でした。,,1,,,,,
812,156,3,k,k,ただ、フロントの方が無愛想＆タオルの替えを準備しておくと言ったのに、準備してくれなかった事が残念でした。,,,,1,,,
813,156,4,p,p,立地は申し分なかったです。,,1,,,,,
,,,,,,,,,,,,
814,157,1,Z,Z,12/31に利用しました。,,,,,,,1
815,157,2,k,k,お部屋が寒くて夜中に目が覚めました。,,,1,,,,
816,157,3,k,k,あのお部屋で冬にエアコンだけでは無理。,,,1,,,,
817,157,4,p,p,料理は美味しかったので、暖かくなったらまた使わせていただきます。,,,,,,1,
,,,,,,,,,,,,
818,158,1,p,p,阪急「高槻市駅」からのロケーションは最高。,,1,,,,,
819,158,2,k,k,但しＪＲ高槻駅からは若干アクセス不便かも。,,1,,,,,
820,158,3,p,p,近くに「天下一品」がありラーメン好きな方は嬉しいかも。,,1,,,,,
,,,,,,,,,,,,
821,159,1,Z,Z,先日大人4名で宿泊させていただきました。,,,,,,,1
822,159,2,p,p,バス、トイレなしの予約でしたが、両方ついたお部屋に宿泊させていただきました。,,,,,1,,
823,159,3,Z,Z,ありがとうございます。,,,,,,,1
824,159,4,ek,k,ただ、部屋の構造上仕方がないのかもしれませんが、トイレが部屋の一番奥（窓際）にあり、ふすまを閉め少し窓を開けておかないとトイレの臭いが気になりました。,,,1,,,,
825,159,5,k,k,あと、私がきちんと確認していなかったのがいけなかったんですが、３階建てだったためかエレベーターがなく、膝の悪い両親は階段でお風呂や食事に降りてまた昇るのが負担だったようです。,,,1,,,,
826,159,6,p,p,でも、料金も大変安く十分な宿泊でした。,1,,,,,,
827,159,7,p,p,夜に、手作りのおにぎりのサービスがあり大変感動しました。,,,,,,1,
828,159,8,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
829,160,1,k,k,室内灯がONかOFFかにしかならなかった。,,,1,1,,,
830,160,2,k,k,以前宿泊した部屋は明るさを調節できたのですが。,,,1,1,,,
831,160,3,pk,k,フロントでも親切に対応していただいたのでその一点のみが残念です。,1,,,,,,
,,,,,,,,,,,,
832,161,1,k,k,朝食バイキングの時場所が狭く長蛇の列ができていて取れませんでした。,,,,,,1,
833,161,2,y,y,あらかじめ宿泊者が多いのがわかっているならばスペースをとったり従業員を配置するなどした方がいい。,1,,,,,,
834,161,3,k,k,あと朝一階の内風呂が火傷するくらい熱くて入れなかった。,,,,,1,,
835,161,4,k,k,車を従業員が移動するのはいいけどワイパーのスイッチがいれっぱなし。,1,,,,,,
836,161,5,k,k,スターターで朝エンジンをかけたので乾いたガラスでワイパーがキューキューいってた。,1,,,,,,
,,,,,,,,,,,,
837,162,1,Z,Z,普段は日航豊橋を利用していますが、今回初めて利用しました。,,,,,,,1
838,162,2,k,k,浴室に毛髪とその他の毛が落ちており、流したので問題は無かったのですが、気持ちの良いものでは無かったです。,,,,,1,,
839,162,3,k,k,部屋も日航より狭く、朝食バイキングの品数も満足は無かったです。,,,,,,1,
840,162,4,pk,e,立地が良いので、また利用するかもしれないですが、好んでの利用は難しいかもしれないです。,,1,,,,,
,,,,,,,,,,,,
841,163,1,p,p,スタッフの対応がとても親切で癒されました。,1,,,,,,
842,163,2,kp,e,格安の値段だったのでどんな部屋か心配でしたが、窓からUSJの夜景も見られて狭さを除いては快適でした。,,1,,,,,
843,163,3,p,p,食事なしのプランでしたが、500円割引のクーポンをもらって朝食はレストランでバイキングをたっぷり楽しめました。,,,,,,1,
844,163,4,p,Z,次もまた利用したいと思えるホテルです。,,,,,,,1
,,,,,,,,,,,,
845,164,1,Z,Z,3月6日に家族で宿泊させて頂きました。,,,,,,,1
846,164,2,p,p,繁華街に近いのが非常に良かったです。,,1,,,,,
847,164,3,k,k,ホテルの駐車場に関してホームページの記載では車高が1.55m以下となっていたので、別で契約されている駐車場にとめましたが、実際確認すると2.1m以下でした。,1,,,,,,
848,164,4,Z,Z,料金がかかるのでどちらでもいいのですが、安心感が異なります。,1,,,,,,
,,,,,,,,,,,,
849,165,1,pep,p,部屋はきれいで良かったです、駅に近く食事、買い物特に問題ありませんスタッフの対応もさわやかで気持ちよかった。,,1,1,,,,
850,165,2,k,k,ホテル駐車場が予約済みでホテルから少し歩きましたが長期滞在者のキープ？,1,,,,,,
851,165,3,e,Z,仕方ないのかな？,,,,,,,1
,,,,,,,,,,,,
852,166,1,Z,Z,２泊させていただきました。,,,,,,,1
853,166,2,p,p,駅から近く、チェックアウトが12時というのが魅力です。,,1,,,,,
854,166,3,k,k,ただ、お風呂は狭いです。,,,,,1,,
855,166,4,k,k,それから値段もチョット高めですね。,,,,,,,1
